timestamp,temperature_hot_in,temperature_hot_out,temperature_cold_in,temperature_cold_out,pressure_hot,pressure_cold,flow_hot,flow_cold
2021-01-01,155.74624505418734,83.75876651495808,15.841061148599856,51.89457138385029,393.4851612109582,226.28745168940586,64.00892612905913,45.12913670475008
2021-01-02,136.79989954378982,78.10891743556388,16.38555665938954,53.925697507345866,385.44527680464336,302.07979616916464,42.50531448236895,52.15612698614024
2021-01-03,174.4569450391428,87.31565684595003,11.663006219549569,47.31092488060688,402.4971867923942,268.349348164931,57.088379547217194,65.51674976511663
2021-01-04,126.72277689571182,120.1361360468695,17.743008021339467,53.23693622605864,455.0773145103589,314.2288919066174,63.68905856675477,75.67696270125916
2021-01-05,151.22847135396097,92.37559822760274,11.968486888183557,50.70423648764062,371.35117319255573,282.6482123165601,52.75546437913943,46.2187849724584
2021-01-06,174.0011754866154,93.18042234939139,14.857911882550427,60.59227613921715,426.12263868728945,347.8943172221912,53.62106226085853,51.697656952599026
2021-01-07,164.16654893912886,96.97849941965626,17.99672045526304,48.109520516866155,357.78928956987636,261.7292002204506,41.941107508920695,48.11853639638552
2021-01-08,188.04722667666675,81.72898178991423,15.800847217620019,57.17921970864189,430.8115506807614,333.43568736606886,57.08750958125167,63.30672629355088
2021-01-09,150.22368034641474,61.515278249317255,15.93667396631321,56.73756135873928,346.7938363123638,345.199119941821,45.93015628655966,63.04894153287603
2021-01-10,168.03905244513308,106.61241046958152,13.513392771618227,62.62883092895765,380.33310454023695,268.58282836202415,43.43670007437224,50.32642609816893
2021-01-11,174.3999757444228,81.37858465331976,14.78353092231629,47.408144535651374,438.402037608612,291.7856769093091,52.35518754567112,52.99146948504168
2021-01-12,157.75992122959823,100.770529242888,12.132692888819312,54.83815543774348,427.7766106382257,299.8750713398097,47.7786943482605,36.063776185507244
2021-01-13,140.76838592775513,62.17850065285751,15.6648300740033,51.58351273689498,416.24389426809876,305.4908363555392,55.10224352256386,58.975993221084096
2021-01-14,175.9769332708272,71.09391085199876,12.36742031213272,51.56200895781051,328.4321886990362,299.9476511427699,50.52857944887387,46.69243365550955
2021-01-15,163.2851406459018,112.59123447672388,17.45924683773796,60.98483506887113,400.45685443920985,314.4421610314364,55.178302972000004,62.52791334587443
2021-01-16,167.4666757584721,117.32317020229344,16.087557039361013,42.07193176904002,476.9978275778834,299.9820775852807,39.4756395227809,53.305883596380795
2021-01-17,167.41441250642592,110.056712739611,14.222903003776775,42.59670673126692,413.4288136526774,280.9309100603478,56.31157838540999,38.70028469134641
2021-01-18,148.27418625788434,79.72893691441942,14.5020161333596,44.79843844358348,470.19075078558853,353.9760256500939,64.82713558006462,51.69693656680414
2021-01-19,200.5713404172689,83.3356329805399,15.079499808396973,54.60981753648435,376.7007945955019,268.9961702623103,49.19301162716499,41.297704033533094
2021-01-20,176.71129846316006,90.76042505106297,16.11635482319514,53.487017660177834,373.7963387927145,309.58393802201954,58.04650703454919,58.512652819014356
2021-01-21,184.24291613133664,97.61922482491634,16.831281018691286,50.758827613302415,404.07452833670925,318.2710676402547,74.96717571858017,37.841486648604324
2021-01-22,174.8462120922324,90.33647037463754,12.200755977809953,59.69855017426331,448.7399549903515,314.2701192064509,59.63679363942244,54.23297832490926
