timestamp,temperature,pressure,vibration,flow,speed,oil_pressure,oil_temperature
2021-01-01,315.4055433375455,2118.1012673274736,4.334507328799803,307.82325831478175,3058.270334448737,336.3069553828395,57.26663683408401
2021-01-02,328.39947706393934,1455.8660481884626,2.7049064692860565,347.44667068786293,3067.039027336607,290.4468806677447,62.636946275250324
2021-01-03,353.0560752105638,2050.897041641579,2.895446638683207,311.99083458185817,3074.5511156843013,348.8534229548794,66.08373970433775
2021-01-04,359.09543941025277,1784.2231328772787,3.000390109230033,365.4347256749491,3044.8844437979924,317.9371357408472,62.89336522983169
2021-01-05,500.0,1947.2268236989719,5.847711331090336,355.0667715786858,3002.0814735052004,336.25153515409727,66.20023091353103
2021-01-06,303.5695427323171,2145.8752162426736,6.269707412689599,243.67852200535796,3063.7345516466985,303.1858409587807,56.275244512734545
2021-01-07,304.15682725975915,1925.7135737224826,3.9248448878704774,310.49235088584203,3072.4178087259425,373.09371377453374,60.56237833321714
2021-01-08,479.50506086746356,2102.1199345056107,7.097979994511265,388.2236175736907,3022.5424218960643,363.9360822889659,57.0863341884363
2021-01-09,374.23058217465825,2205.0750863677877,6.07069912013606,307.89156820983266,3087.4698034551525,345.8790983558324,64.55376503993588
2021-01-10,297.16344403174617,2245.49777264869,5.5588343136390925,314.51045345411666,3049.7600604840554,354.42123955933374,66.03496439317762
2021-01-11,442.6135537662399,2349.308029825928,8.374735471720388,334.90638411529255,3056.1521391978754,386.38317429229477,57.227467759019355
2021-01-12,387.44668170766556,1852.0756770626808,4.740634670613325,382.6028065714116,3051.275155773534,309.0471836124649,66.35287608364548
2021-01-13,260.8138361595885,2149.1991567976775,5.772845591248977,376.2670356010331,3041.9440988377037,270.22283463567237,70.61744264085823
2021-01-14,396.27132548087286,2258.65764060372,6.361242267350574,352.597715034275,3056.885572994142,315.9664986178269,60.661572267489504
2021-01-15,343.1660385789346,1911.7186618951237,3.9412000996936345,321.4558923382838,3071.408468664138,344.014030037139,67.43562586884003
2021-01-16,305.73149228496806,2643.1178399877335,7.190082051320119,296.2055799124298,3084.9524648446186,371.632755088668,69.70782391722973
2021-01-17,279.60540647898716,1556.2674724756648,6.283559902963929,344.6971035305801,3071.9058695726317,341.450033528029,64.72443917527045
2021-01-18,267.43759542703464,2314.5951327763137,6.309234627991429,317.23049671427805,3041.625942850336,408.8560693562553,63.440384019646984
2021-01-19,449.9038314360581,1774.5765276090224,3.1364584012502346,236.24422851578348,3046.02046262315,299.32523817489005,57.377332268106045
2021-01-20,327.01565383605384,2444.91630274557,2.235713546740519,373.31352309680926,3055.6006933042154,328.78088775363256,64.06922855586599
2021-01-21,322.1366927511776,1907.769187558892,2.738781640551839,339.84887332036215,3041.486679359744,335.0424212297522,64.81240834816708
2021-01-22,349.28946595528123,2375.764788407575,6.5430413425408664,359.58235928425927,3070.348642456456,294.96852437533147,67.38124392255965
2021-01-23,388.11326887874884,2031.0522265727056,2.4282775329467294,314.7185246552502,3040.6115255465643,349.368735029466,59.415348955609524
2021-01-24,281.3926551405412,2120.366331855459,3.921778108962742,323.8500481337734,3067.437388648686,320.8370812255869,58.324034342124946
