timestamp,temperature,pressure_inlet,pressure_outlet,vibration,flow,current,voltage,oil_pressure,oil_temperature
2021-01-01,89.23696802720904,101.85434055713554,760.5169211296641,3.375049039321803,45.09002631000951,65.89367699706544,415.46783149877143,330.5096828523021,61.88998889172176
2021-01-02,82.43140885354985,102.08506379047323,871.2877607060004,3.383576500206796,44.90033845727143,74.47205282648352,405.70443951736274,365.40515646095946,55.616310306876365
2021-01-03,85.7815237341082,96.40763791925755,785.3939038686786,1.8697087462224362,40.31451754572715,95.43635789675112,414.18834476838134,301.10844416959316,60.28363313406128
2021-01-04,85.65293921709961,101.58750161647625,773.4028192621048,2.6653435325066916,65.63731050982594,57.76405302226269,413.4295586839663,309.5928248430245,57.53950098589085
2021-01-05,100.2221539355102,97.08606229962348,803.7664334511604,3.273264418409471,65.47244363077085,98.02164867344464,411.63801626676644,262.68990541282693,58.08726299003897
2021-01-06,87.52446505008068,98.26210477599848,764.270523124258,3.2584490328605007,62.905253834003034,76.25188450617775,408.5013469046102,357.6801294042172,56.18507271189161
2021-01-07,105.15301634201383,102.34384784796477,804.9180493083369,3.834704314917759,65.08026777887217,47.809583429758334,407.11657379614314,239.17416475533926,58.09319588611432
2021-01-08,83.9541190293861,98.10829175908961,744.1643541553844,3.649237992867751,60.43286980646765,73.07247628928948,405.4215942310781,338.16761168501176,63.97808211754429
2021-01-09,111.99842884739567,100.86987576144779,741.6675633511041,4.475330645546421,40.74204382318959,70.79377607760537,414.21785462820657,353.76474341233944,61.998390109747106
2021-01-10,85.72773667849741,97.39547883890603,808.992414986987,5.56655545681634,50.58879308634074,72.94971085638248,408.89019032497714,339.7822157493023,65.71524773638049
2021-01-11,106.86890257139987,103.18882394405729,767.7153812687998,3.3494072245697906,42.56936916619189,88.6318739621481,408.87627901494506,241.85829420957387,56.94553886321951
2021-01-12,80.152482044586,99.12644919459079,728.1028723180153,3.561154731011003,56.63296031159855,66.37477450168943,410.38354179353746,305.83458787421483,56.67767672104156
2021-01-13,103.45697730384445,99.70903509385084,734.1677344147606,4.582093725633662,47.387654558333615,56.24772213573988,411.7134813947132,336.4462976529443,62.58188501815173
2021-01-14,93.1244168817395,97.91324801066851,855.9548288026674,3.2342774240693237,62.68792110211448,64.60809293987288,409.1364716417636,318.7588322094334,67.92185854212633
2021-01-15,124.27467362857423,100.54581718950946,848.7678382846234,5.467435296769678,53.05985338384312,83.22552422255022,411.30076921921335,319.8786051280484,63.688184367758616
2021-01-16,83.48096280975194,99.77857443667793,770.3531237495628,3.8638592336388546,53.684160509888095,68.57141836902926,408.8443103745294,344.2407517274618,63.22492774605117
2021-01-17,81.49996382199103,98.76893873774709,739.3681015221403,5.697269913367617,52.02834225184403,67.79817836593362,402.12291983392737,277.20876915845406,65.4424377588097
2021-01-18,111.64997845733454,98.25484309900621,763.8385555519576,3.7433416589370285,52.440878003152584,89.83444518439653,404.9892449250169,391.7678794623982,65.83459730829861
2021-01-19,97.15414511379534,100.36456207863287,782.0791736775967,3.1204557437278786,47.515570646388404,66.55481856313428,409.3522699499585,353.9181505574408,66.5146562073968
2021-01-20,84.23343515372427,101.48974171712108,834.8843398435894,5.7892953392090165,52.85536387797059,102.71474644694351,410.0036905737965,322.17137724098444,65.04850679398315
2021-01-21,62.760748356873926,99.23053680296232,810.9750894096991,2.6001399507510525,49.47260707738586,90.98147034326018,413.5906563053685,338.221338407508,67.62535932278094
