timestamp,temperature_hot_in,temperature_hot_out,temperature_cold_in,temperature_cold_out,pressure_hot,pressure_cold,flow_hot,flow_cold
2021-01-01,133.08491901746743,88.73390179112434,17.212607004618608,36.898512506767666,428.72423439223274,342.1389994734861,53.62507295603288,44.82178963992396
2021-01-02,176.04108596105422,83.88680059728969,13.619485976530905,51.28283516974219,346.21998298106456,331.57959679437965,54.620133233977775,51.09590935154402
2021-01-03,151.05715102342484,101.73786244630898,11.706263506852059,50.31927663795348,425.7082233064884,297.32928936670714,57.71445018740899,44.9185911140233
2021-01-04,126.73201428072593,92.41058626181422,16.70510393146983,44.07674576237875,381.13812212214845,308.3065706686083,70.01442481781962,38.93885157498196
2021-01-05,202.77163969103086,89.39084613467789,10.215384986141853,61.00244178233922,397.52920711068174,300.7214840539761,57.891666526526166,49.09087018023286
2021-01-06,143.59183739851522,85.5877542859869,14.662117685990296,56.17269082124131,406.6484183715664,294.15208253629027,58.92164459451179,50.64674881518298
2021-01-07,146.37495987477303,103.06385932187918,14.344548141866682,52.698504724492686,336.67123262570993,292.51053525412965,65.22380703293842,53.43084855499932
2021-01-08,167.32845171474676,111.58418931611165,16.45650997691764,44.53108033038454,451.37415281587676,262.39151048341193,50.90017913443854,58.38750838592839
2021-01-09,156.40705640390934,74.7971810437303,15.765560476331386,54.37091640191676,368.8058911206492,267.2135241524929,57.06020114589156,58.77863962110765
2021-01-10,143.03958752226293,77.15131219638272,14.284916986524202,47.26652525415162,408.89898174308564,253.2302706948027,62.157979784239394,44.552425816285194
2021-01-11,149.04846732035955,95.05621765549688,16.795918540226037,54.523994788580666,312.0711925533542,291.22990070753616,59.99649344935908,56.04583117631024
2021-01-12,194.7049397856915,86.27955073164745,15.018712347135915,43.852051807833135,419.4799456119402,305.53496291460476,51.24520080854137,49.64520739970833
2021-01-13,179.37876749870077,56.49170157278838,14.094021004781245,57.86801974965049,386.6067094563676,352.25323840016364,46.772110688399856,59.5700242037061
2021-01-14,181.4533767889944,100.50425468758893,12.497540972819696,47.31160090035535,402.23022067237946,279.3202956963952,48.92431278955599,45.6432615443423
2021-01-15,157.99638670322457,84.3714762236734,16.400816235515894,58.042087437632695,402.8347218708767,267.532254360951,64.94099262505638,56.48311042278303
2021-01-16,156.08443081540776,68.14624590617176,16.80177991681621,47.99901325961062,368.93749066588225,282.1450661142482,51.592760832193065,71.3946248403673
2021-01-17,139.82766754886123,73.70297194855738,15.752942748397295,57.78282580356103,436.57472150573597,332.35551613667616,41.489882519131164,54.599035771949715
2021-01-18,172.25426139936494,92.12896814249945,15.237316946365226,45.05228106076146,432.66735646400787,220.3643739522949,64.60337189454694,58.70262033193468
2021-01-19,160.45924799620178,68.51094745244184,15.398312080009486,45.594615771332414,444.49868179014805,375.3109368710562,53.51772593123361,59.91240009240793
2021-01-20,178.39955734073948,101.70667975469637,15.218095892367414,68.07759884345343,405.0237153881058,319.9646477810572,59.10967655831211,52.39713240828124
2021-01-21,169.9504771988242,124.1608643144741,17.754604982027825,42.19748580839461,402.3430462978898,338.5755890950915,42.87868483978467,56.42895336107818
2021-01-22,152.8100413182723,89.38698402086423,12.949851753717862,52.003169357461864,422.48450198752454,322.9011213829718,42.07393647857657,56.31801677598845
2021-01-23,145.4668728627603,81.80361047793645,17.831386302981866,53.84130572123439,398.0540231025176,287.86176789074614,56.75470711374471,62.08363970934537
2021-01-24,158.90881468529037,120.24103327964109,16.54757430539984,48.22218911924446,441.70046227772326,270.93942580089623,51.17443591543007,51.254996059904165
2021-01-25,182.0880760801472,104.48219939450405,12.9339503863945,50.96147389926062,412.5675809621516,328.1447871210757,40.01499683054338,42.58904349361467
2021-01-26,140.19971242924532,95.03942775226632,13.13664128236244,44.804316735208054,420.9529734145986,233.49218587216072,57.349662725563874,56.03132638740284
2021-01-27,134.59389560582275,93.15860193146474,15.798102357654777,43.65158862806414,403.08665262215237,320.1308943549951,59.03374607962161,52.48028222044811
2021-01-28,180.45976257813493,102.80097654278876,16.962897871669593,60.518802615037835,423.9184125376415,311.9581097218686,61.7848540120742,57.72387630848637
2021-01-29,165.92056841661363,80.80956576295713,17.53250390226648,50.971302165283895,402.4591418080627,317.0807298240877,65.96227549879305,59.116713140118726
2021-01-30,153.77012510909276,95.61534179581753,15.153056404832782,41.962519003327024,409.25814805153027,293.83277545014977,49.58444747400209,54.19269050226429
2021-01-31,160.11083434731404,87.15421260110188,18.373770992595894,54.25812103427235,411.0831932748537,344.5098098892265,48.50816881437958,55.25352065144999
2021-02-01,190.24436079359307,99.10380137162552,16.131212348754914,36.3342549244793,440.7448872410152,245.8081274834406,45.021846680301316,51.56361953564505
2021-02-02,161.51828310686915,77.17635360267595,13.356909339669125,68.48216197977182,360.786804416578,257.47328173752805,63.01689169084339,48.9392996088338
2021-02-03,188.51429439306176,122.59026813465233,16.801801805857313,37.44191010456654,425.2478597230393,287.7015766229945,57.578866197071875,62.70388900193423
2021-02-04,196.16871146763867,103.39413637963753,16.173234577390495,43.992661768012894,428.52878475492156,292.92386818178966,71.46237899040773,65.9313078862582
2021-02-05,168.50820783600878,86.61468549178402,15.45653335361235,50.98071083023963,379.9448923445139,287.6499125140833,56.03196323709451,61.71550241502947
2021-02-06,128.36788781746353,86.59069352245912,12.365569836766708,58.926937368355034,376.32841246687843,338.611771166028,56.012054648609656,61.607724352990644
2021-02-07,158.61506233953972,100.87954257341734,16.320436669117935,46.36603801651968,386.0306945417011,363.25844156308386,51.630574107751166,46.632969631177346
2021-02-08,176.409241051549,66.761750554863,15.586273722297856,54.132654615167425,339.3791235636338,286.8888775287895,52.36621868511261,64.74513367676923
2021-02-09,164.46345173722952,81.19857786550384,16.426498003971396,50.19867179168203,438.91636763668146,309.02796246256094,66.79472682100237,50.366495562404715
2021-02-10,151.89356872385997,107.94562927403081,17.128809073658594,49.49931912490201,404.4645594290133,323.1397218979126,51.522742983865456,43.887477405308175
