timestamp,temperature,pressure,vibration,current,voltage,humidity
2021-01-01,21.60284946113974,98.35192015595707,1.1671835325202418,12.549706594190441,231.15652673971476,53.750013596388165
2021-01-02,26.870040588674584,89.48491304348845,2.086781593114094,16.682679111259798,232.6901684650884,56.53759211755346
2021-01-03,26.06339231889385,107.6076244829805,1.9114287039595907,14.140129511577257,227.65453009190105,45.89414739289383
2021-01-04,30.124113308132618,87.57409645906958,2.425341334431199,15.803566301875541,231.4322796104021,40.950778278326105
2021-01-05,26.820133974579583,101.27891196960245,1.707997449134384,17.0961245943846,231.70184670891237,47.91350176653276
2021-01-06,24.44153715980162,98.4405984813541,2.5120565327045044,14.548240829682717,229.2122600336836,48.42026167802975
2021-01-07,29.496678983684653,104.18066935570265,1.6820679493177166,18.798908200097372,226.97656763108307,57.412104219144254
2021-01-08,28.28258486221648,102.33381058488189,1.8969281335590058,15.796598088108086,228.44952605640026,54.85750339040755
2021-01-09,24.38281605890733,96.78235779590715,2.438452661554724,18.676557911053802,230.78471991816656,47.08666203650764
2021-01-10,26.002898272887652,102.7310519137142,2.3045724407118984,13.960828927990073,231.93840646306344,51.5784343240154
2021-01-11,24.39325707484758,111.43307221278116,1.8548317421230487,12.579371928117704,234.63016280463447,46.66039651877003
2021-01-12,22.03470365534749,98.70148619069123,1.9834222010237867,15.122384995284056,226.1632296884262,45.52113029310257
2021-01-13,25.45253007242105,109.12301360741992,2.8749211796360754,13.923426859198877,227.12330800478085,43.67267545106358
2021-01-14,21.894619306067803,108.87077812332316,1.7486807290219528,12.212191792530046,233.8311395833499,48.56230585229481
2021-01-15,27.037815931134666,107.99218209815834,2.181664132993604,17.129979836882846,238.4610314737771,56.45627855429242
2021-01-16,26.277361987685897,103.09525717747273,3.7884965581689283,14.656214926210072,230.78230335195107,47.213577448437604
2021-01-17,28.814692605001568,113.23726201698494,3.206229047896256,10.259810030049119,225.63918624681853,54.12763194770379
2021-01-18,24.56381530439729,96.50040812625444,1.90345358142432,13.840145898400834,230.15765900247948,49.1595110298328
2021-01-19,27.01421233880716,100.58688702636393,2.3873482995783806,13.807354518821615,233.51577939370577,43.991980733730365
2021-01-20,29.646039782722212,97.74116926057418,2.5756217730030664,13.646084514970898,229.47570904228053,59.24712404280888
2021-01-21,27.30609188033767,99.71851731383292,1.699672795781936,11.78770328796792,228.30079061894145,57.81198193212168
2021-01-22,32.24254006596159,101.81418046220483,2.8459506948093125,19.537003412962335,226.50534346315993,51.14851220676561
2021-01-23,23.705056144554067,89.63903162499456,2.18985109952289,10.930013931218191,225.7813024640577,65.0
2021-01-24,23.517441691555074,95.07627727496447,2.6924636758565126,14.172090864065574,227.83314657066416,55.87322379542869
2021-01-25,22.46527307385976,98.92640267769549,1.568684565604655,12.338820800195684,230.34745761313476,51.73093794861958
2021-01-26,25.93816863417473,91.62995021997426,1.603318949500789,14.461638695599666,228.47818539241788,54.29571890454495
2021-01-27,28.032310049141717,97.84779494615387,0.9840579884537932,16.041505990947925,230.35466381278107,55.46984999911579
2021-01-28,25.81346643055351,97.04427047353155,2.4759018879049703,18.714169675054993,231.07173805640306,53.82337338371689
2021-01-29,22.663095292997763,110.88508597745185,0.7225351517293136,15.303393465170195,227.02373739291116,62.59300625228167
2021-01-30,23.384231279442808,89.08001842947344,1.728437935553191,15.310089716160356,228.80597611968548,43.26636970255904
2021-01-31,23.406403251110717,97.47779172844149,1.8395902514567553,9.554029164447556,237.1831937152871,59.761518495091416
2021-02-01,28.97312021271689,108.44127423673994,1.904180792407434,15.520912339978246,232.04782090895728,49.99298120089082
2021-02-02,21.979170436973988,99.90519878744078,2.6189525701288057,12.878538611113145,232.98998366334516,47.960950941399666
2021-02-03,31.477613133214078,105.61030621936536,1.5002962066157473,14.279411859431422,231.7653663220267,50.571871403933365
