timestamp,temperature,pressure,vibration,flow,current,voltage
2021-01-01,54.287687790106915,357.5296578617909,0.7467004785476381,23.74289287714729,26.906944628610088,408.4719728168131
2021-01-02,48.686019705782996,408.1317215843907,3.2266457626206844,31.304226943180105,24.18457126242875,412.0595709424888
2021-01-03,45.11166641756526,520.9042033382883,3.036445368603464,33.459640269471386,28.270601351326945,414.3144961446466
2021-01-04,47.3780683210333,253.59261385139672,2.657697198930687,26.80280358282423,28.908442142371797,412.01935454777185
2021-01-05,53.227387486855,450.19033703799636,3.1846476489358504,27.444068609036698,19.4779133054017,406.7499788258172
2021-01-06,56.17183198954026,343.62837183683354,1.7708485729597774,31.84909934028552,35.90851194849492,406.98171448049874
2021-01-07,54.58989500718517,348.54814993160255,2.9241145138468503,29.77224011724861,22.16515588671948,411.5031659816154
2021-01-08,42.814502430733725,393.1482691539976,2.410110875681383,21.443235894582234,32.01172535034958,412.32123927101236
2021-01-09,56.878187503809706,315.38586504869426,3.9836152305902908,24.070408533626907,20.45138318882341,413.6352588937339
2021-01-10,30.267039222206538,408.1572856212974,2.0181048072095944,21.581945003329245,27.676633010701554,410.2377652884606
2021-01-11,40.495483488564766,502.4994325099632,3.175207236812856,24.42853826081435,26.676828260689838,408.98990314016163
2021-01-12,36.18354902960771,500.86576432359175,3.1135524308262705,26.3076534396443,21.45236539208797,410.98581916693854
2021-01-13,59.628632478905594,433.68564224452444,0.8389595759908176,19.27032301597707,32.29685457728202,409.76541919477216
2021-01-14,45.501582736924234,481.2346405193308,2.04305941988139,33.292527540048646,26.56470150429785,408.27780908830727
2021-01-15,60.19730803762125,441.29369014617953,2.7474511071472554,21.768699721919102,23.61182819220653,413.6321900012025
2021-01-16,37.84208733665036,410.0017018471559,2.97501519493235,24.897761962410854,25.325321964238626,409.145444882391
2021-01-17,45.067467870338206,395.29662898702924,3.3919693497134666,29.54347086306198,15.826510061803253,417.3693434105175
2021-01-18,45.21534255130787,455.30259079251067,3.7921437448502653,21.24057217911547,27.22767159497537,408.77572822621664
2021-01-19,57.720566268142875,355.62000941786187,5.417827473576803,28.197194970539545,24.11304716310299,404.5167705168541
2021-01-20,38.41902364809187,408.8955575594011,2.9650127103228425,33.96209345526829,21.332114982050626,409.68998920539997
2021-01-21,43.42189817717078,341.15283911352617,2.767210485737036,17.493668282421797,31.746519539009117,410.13735583090454
2021-01-22,54.17898877990331,449.42964692098707,5.167147553118499,25.081098151795302,27.767486788736473,411.9708391396532
2021-01-23,53.91705385313334,436.850394244792,2.697487186171146,17.874002292275765,28.668125445262316,407.12266031097124
2021-01-24,54.063019754805765,404.3716096636749,1.5589949969690318,26.616982804323083,12.161567817509713,413.1726048932737
2021-01-25,48.73122009557838,358.56797605855525,1.9651098846270973,28.88554376835307,24.42747887756641,408.46469710335987
2021-01-26,48.67803905559073,418.5228544275544,2.677360710859549,18.155427681762735,17.674668685193556,410.06244172140913
2021-01-27,65.96538468030745,234.89047170373314,3.516549889686158,25.259547099525616,28.66171055064782,415.13071015962635
2021-01-28,42.92468369244598,501.9781151894778,4.905541933630788,22.282958831205594,27.343675540647407,408.41456482624574
2021-01-29,55.518667233560585,339.3528796018158,1.815983145539277,29.225633739343806,29.835270386440616,412.65001692381037
2021-01-30,48.590380999693465,297.7354992371622,2.497175842043916,25.037118606345416,26.537141071883116,408.65498825247386
2021-01-31,56.65911538132608,412.03242380286446,3.66926067760629,21.48954328262617,29.65643213155035,410.39978650532754
2021-02-01,52.76948553894982,429.5437037733494,2.7608798368883174,25.672860804148815,29.236829232419417,415.55138286713054
2021-02-02,65.98393465312552,522.9951189734261,3.394613432074447,22.537189422697903,33.23025325654118,410.9480868455491
2021-02-03,59.89753759469911,266.15603587206294,4.716900499689832,21.36065279183147,25.930972545287116,407.92448271934603
2021-02-04,46.67745789290355,381.028896380977,3.488910645828915,31.27336388296691,17.456150425526737,404.7849216015701
2021-02-05,39.81689926155157,386.8640217150855,2.3570509168145453,19.539856136741275,29.18802771984915,405.302707482585
2021-02-06,26.289220729717627,439.8623471762417,3.210898775494027,27.622743319757777,15.732310154963665,409.5514691625042
2021-02-07,72.6296559432105,429.0046354690394,3.3303127194054736,24.2774005580347,19.459819145818827,415.5099745929761
2021-02-08,31.264378300225978,458.94088432843614,3.938557195448469,26.087532742993343,23.249970712929827,409.43409086094846
2021-02-09,52.29935215147671,415.46695048150764,4.222048425567722,30.757192406128166,30.657602350976575,408.40531058562425
2021-02-10,60.88310148897378,452.37570803790356,3.4257263035808454,27.60296993284545,27.130214110552693,408.00579679368855
2021-02-11,64.74627696469123,449.6040419742196,3.1893342393565085,29.759538103731643,23.337979706380782,405.02741187485674
2021-02-12,65.19286360467439,394.7513976999092,2.3123777855180587,31.308190119661653,10.0,408.32420299657986
2021-02-13,59.52234944041224,406.0599037079182,2.5336134571072226,21.424834888529357,25.33945413533852,412.7590099246058
2021-02-14,58.27081304873969,401.65872659576513,3.087245536751384,23.855583235666987,25.33948692173706,408.84232537784874
2021-02-15,75.0,370.31867177536867,2.3867131224139926,27.545809545901417,28.427092514897478,411.51070276908075
2021-02-16,53.551190400059696,442.979787399089,3.825865248820833,21.261234223141788,24.440901872333505,414.267646758137
2021-02-17,63.5314617941872,440.85815903707754,5.374841664177963,14.224864143370729,23.105224950173614,404.07409575210585
2021-02-18,45.5317310330313,334.78741164884497,4.134774320363214,19.990786926461716,22.24773742734859,406.92496769432836
2021-02-19,49.81622314681578,450.16277402335544,4.112311496620309,27.404402182464747,30.066261699229443,410.00664907400244
2021-02-20,72.17399988249832,440.7287951384331,3.4510912361235575,14.232170293816628,23.28723747507426,407.4853804582052
2021-02-21,55.44804881542501,247.37724296925632,4.04284423623817,24.359752886950517,23.830335865628996,413.07049600198144
2021-02-22,54.38091339837981,438.46679106855373,2.3398506913028,28.777386910255704,27.736063161025527,402.9573336904737
2021-02-23,66.08353332952919,537.6908762745979,3.0092279349432047,25.335547293972272,24.714901847336026,407.524690163445
2021-02-24,71.83274788316665,403.1244222751344,3.2367284155980567,31.913697335359778,26.470332382628456,411.03718852680544
