timestamp,temperature,pressure,vibration,flow,speed,oil_pressure,oil_temperature
2021-01-01,310.46176381357066,1645.3884464526636,7.745406750668026,425.9326862574678,3030.3987631489376,297.8210935491203,64.61654873857195
2021-01-02,391.3835234700491,2243.2894662650633,6.455112168489773,342.10396528288754,3053.052224828376,317.33962474361726,58.97272679096098
2021-01-03,348.43859130047167,1524.2113375262013,6.114118668387628,292.35347367553345,3036.0239137366148,304.3633878544283,64.88583652517454
2021-01-04,321.0556430882304,1985.6056408482866,4.413107732704794,354.0436120990067,3029.329224611636,310.4340087279325,64.3599671125818
2021-01-05,214.10297925395213,2011.62223613956,5.6642980164141745,394.12297314879197,3044.5313323585183,410.7738535253347,69.29080553440032
2021-01-06,386.87576014126995,1221.966641963288,2.9981045541951667,317.7725964675628,3028.2931377197874,260.5305294857341,71.75973088925745
2021-01-07,298.91440753646833,2055.1374648259975,3.7163062547080745,339.889694715406,3040.4794763744408,346.2026865438742,69.81516625273582
2021-01-08,282.2261156809692,1695.528138841837,4.24585642217569,234.03212676003795,3036.9022037700515,313.4721746268495,69.04121728476308
2021-01-09,357.9331942767379,1367.800035134825,5.676061308851118,355.8997887253294,3055.090772949972,309.69469900286566,62.49175117216241
2021-01-10,360.1016283167596,1832.2750539297035,4.65402981636397,326.08556995266173,3046.393907510678,319.1444163486939,55.65890542211979
2021-01-11,405.2480238946637,2075.8075345085167,5.6771346806604965,369.4322808786123,3059.2676962986607,281.46780799529625,60.94029118837876
2021-01-12,394.64811791731535,2310.3310301728416,2.7973555210319385,312.29098982509294,3011.260200466206,225.23192591388673,67.36639455298054
2021-01-13,338.30003745682666,2140.881611033902,6.724362086326068,332.66314988970527,3069.703395523261,392.50162597823106,65.35011214284192
2021-01-14,285.08861171596186,1564.2293385317948,6.454259370107449,344.2054698307682,3055.553929684883,306.43550287206995,65.05832809864158
2021-01-15,236.40848255421474,2461.983702513166,5.359543616719014,425.5375307238812,3044.447008731273,292.6921014679393,59.92509822737165
2021-01-16,332.1960489317204,1571.207559441355,4.645911882268215,330.95774767888463,3048.0452559655623,303.87119459781894,54.242492429978704
2021-01-17,321.6194384493469,2327.4641593944316,5.052284476180991,307.7929962628755,3039.9017866600216,315.4264623400517,66.16005865964628
2021-01-18,276.4240763503102,1545.4956694159146,6.292054868223945,370.826325492826,3071.4577313488676,242.624591009269,66.36617211235816
2021-01-19,374.49881600043096,1715.1989080259696,2.5562450666850944,386.84644555923865,3100.0,226.69096586611187,70.21211175927957
2021-01-20,243.7390631843464,1492.2368686710756,3.492032888577945,318.96407304264864,3095.990080814231,315.9010173438493,63.65893016747648
2021-01-21,194.5147888724444,1532.1553799175342,4.426446844510033,355.41803455370103,3061.707159097984,291.97851652609074,64.31977894898137
2021-01-22,227.46756841967525,2523.559466654984,7.681293295335886,270.20135258356925,3034.246411912991,296.4703429391135,62.9723655807633
2021-01-23,377.8419561350239,2381.542591539359,2.664820127947392,280.86622413396884,3053.847864149293,324.86409717810886,60.593629174105054
2021-01-24,409.09438657326564,2070.0503257827063,5.291190016520698,345.7329396355029,3066.5751747814265,273.33795326794007,65.34153010003989
2021-01-25,445.71030339018193,2073.0966797039437,6.9858732716638885,290.8190305816616,3041.9374642820144,299.3166804303735,59.45162994206808
2021-01-26,368.2780868566678,1687.8521192828086,2.9438428309345004,334.3188891053308,3042.0491545520276,353.09094229578466,61.306061559369326
2021-01-27,376.6022023446744,1865.567272085806,4.939847557570041,390.7606564775063,3077.0911280434516,361.2688272939821,67.14783694096455
2021-01-28,225.74225167625278,1691.284368186064,4.8617418279877,318.2413856856746,3046.377131125532,302.3058634083104,67.51595235032089
2021-01-29,433.6865376298724,1909.1852141462828,7.341184377374539,346.4781522817578,3058.218500192917,267.18038953196185,59.99796888345104
2021-01-30,309.0868844572312,2192.1266706813017,4.629448889135588,313.2974879119486,3039.5835809328732,339.16667440733,66.85242637509393
2021-01-31,334.3572074516452,2335.801336453489,2.9474756403246642,305.6111928963004,3038.9297459647255,307.7378839736399,58.729305207553026
2021-02-01,381.67918487853564,2376.183251282163,7.582394791447814,342.2778411918123,3087.955015163021,298.9371830089675,62.28907962767972
2021-02-02,327.47613312501403,2199.24660130242,9.75577874365944,279.51297710722037,3092.4503599449904,279.69418677283903,61.72293704162759
2021-02-03,337.1611207190796,2023.7855415846025,6.0200659491511095,351.4806256061337,3055.1573802701882,306.68549604021234,65.96450342199441
2021-02-04,253.78443721098782,1669.4335105964178,5.4845034871385545,376.9586360287732,3043.7572990997273,399.26581345500955,71.3272836985303
2021-02-05,428.1206886346698,1958.2858926179927,8.624353466900589,367.6473918490836,3047.384228834312,287.84768732017216,59.2770982351126
2021-02-06,353.6243330547226,2097.323418727587,6.605235436227015,285.7967506090063,3055.623576965058,302.715395567812,66.55743505140288
2021-02-07,414.54045937467436,1725.7502158975697,5.173113450101367,357.14549651808494,3071.71669844558,306.86730146361464,56.61672854507421
2021-02-08,429.30950335438723,2012.642242016114,4.1207612858769505,347.62643708267694,3038.6828622489484,339.09090921539087,61.099385279806924
2021-02-09,277.81054222616245,2472.0771206766144,7.988615205603318,278.1245995145495,3040.834352016753,327.950224252798,69.19126545311507
2021-02-10,384.3005513099429,2036.9149126032628,5.911151901460981,318.342941087976,3037.3141161968124,363.4629150665131,70.93809900617745
