timestamp,temperature,voltage,current,frequency,power_factor,vibration,bearing_temperature
2021-01-01,65.9163763471742,415.49031745592106,244.47138651699228,49.88997714274237,0.8918515294008437,3.240575751560498,59.64004853573791
2021-01-02,63.97297963511556,405.29386539256853,244.95193899481512,49.97412941148591,0.9214551046815578,3.0600685925679976,67.29787883107497
2021-01-03,66.03231032949378,411.67159570237544,227.36075053964024,49.94044430717886,0.889243719543249,3.1817046464665393,63.48805883228932
2021-01-04,72.02521314931312,412.4802693010783,215.37930422544616,49.98788749552945,0.8750759075702069,1.870556881712075,64.7879500531819
2021-01-05,79.88454258529632,410.4595214387356,190.79872875277792,49.93265599045703,0.9007487735065521,1.9529038336105755,57.28276645636034
2021-01-06,79.07586740997803,414.4164494299069,320.2100441510015,50.047925373257065,0.9017268175704543,2.3466788391635056,61.442884727811595
2021-01-07,65.71980135896332,402.17338742766026,288.5011694827193,50.03070613549692,0.8935971065137189,1.4051803056490184,62.5803460282827
2021-01-08,77.59282793961906,406.78850306579244,200.48557655500906,50.03493010263774,0.884652385282311,3.575287765562646,68.44502948821975
2021-01-09,67.13077337191714,415.4410979884187,176.1098535182306,49.86155304179852,0.9146169828941537,4.171291097907295,61.81361529185834
2021-01-10,79.19693768291121,410.75524316152143,282.2822774931089,49.920263810903215,0.898728497165451,3.7246274476031034,68.7556951871019
2021-01-11,77.8930481943799,405.9316079173559,177.71840305680357,50.095132194379055,0.8955898182861183,2.0307876411086463,68.57192944208934
2021-01-12,80.91535744579994,412.372478958704,204.78360921731561,49.96954360957781,0.8707397135189334,2.293094882576921,65.4470786595974
2021-01-13,81.94309907260515,408.0911957595118,166.0252661969495,49.966824018267125,0.9096021130996245,2.262892551663804,64.64762338102851
2021-01-14,73.71511234415225,406.7632640091284,302.2832267955245,49.995885179992364,0.9136077747164345,3.5457317193614535,62.97608519118538
2021-01-15,79.62859395744785,411.3497258157531,253.26632293728187,49.86644390277618,0.8846935430344393,1.8712866589561443,69.91346486377536
2021-01-16,65.0211524637008,411.7562312642475,283.57226546435913,49.97766827200651,0.8931123879867562,2.9971497536133667,69.0270127711361
2021-01-17,81.17170996662061,411.3334090609827,249.7835968275768,49.99448481579964,0.9110866155376935,2.571550004620388,71.14698719310736
