timestamp,temperature,pressure_inlet,pressure_outlet,vibration,flow,current,voltage,oil_pressure,oil_temperature
2021-01-01,96.2140147051973,98.94301072296045,813.9144695652121,2.9341328875123622,63.285991173308254,86.05453254594237,408.69530529836175,294.59615716583926,66.6952831629525
2021-01-02,96.76172207650163,100.52664498218584,795.2285731865624,4.522399357503701,58.998446900037,87.3408239914322,411.8020534309912,366.23587505791505,64.95269343971026
2021-01-03,93.95992626980303,98.63654195001075,792.566099113045,2.856942109060465,53.598915937034555,86.97527770015118,407.4502706954346,411.4037746320659,60.4972135647336
2021-01-04,92.06857919048768,98.51269281673598,785.0629925838329,3.6171459651291396,43.62594835729422,77.68753869374791,403.73137818937954,399.3772287208388,61.74330158840774
2021-01-05,64.24287756236488,99.62077606185548,847.5289286663017,4.711393897327627,62.11376075621895,88.37334101245229,412.3805178162182,326.1516936078498,62.55521527474944
2021-01-06,68.41712654321327,101.202905386999,775.0802085894818,4.955016313009857,39.97971391503941,71.27494462808968,413.77050754739565,361.69150783650105,65.17101039174986
2021-01-07,90.03846510385674,98.85361455519316,829.5370611487272,3.0396942022724605,65.95173641810813,82.40842523264087,411.1640089865625,266.00175479627205,63.724584904389424
2021-01-08,70.8197088491276,101.21974723672164,770.0526510756831,3.4088728424554073,49.398131985457155,63.122045683174875,416.08476185912224,350.58644186592903,57.72178152587429
2021-01-09,80.88504250984344,96.72982370812616,794.3470236460735,4.072705152571949,48.971937455928924,76.97357071251668,412.03308491977066,358.7302070266959,56.03425950719468
2021-01-10,107.06201053239312,98.3162064491735,802.3685577453888,7.434235058665353,45.9736367615571,68.32633141331128,404.1191327057973,366.42662604842644,63.020518305884025
2021-01-11,85.61870586639655,99.37288741516844,747.8245418309365,3.985851590212304,43.02099238655863,78.44885069599012,409.1828829577674,339.113198451534,65.55157024306004
2021-01-12,70.95103798372185,99.73048214774742,775.139525229321,3.6300546145665744,59.96614615073072,94.10597201821606,411.6721274580663,322.7068669441608,62.250090534431216
2021-01-13,59.2282365446797,100.30636194311604,786.4469846743318,3.7920748474321804,45.725481645176494,70.62279445177717,413.7735766613495,289.3730328365122,60.7082100599628
2021-01-14,91.44018580509149,100.61959706425893,792.6551285808039,3.601744028615159,58.96295694983114,71.60385709512212,412.439050153181,246.9958145911861,61.82758474413305
