timestamp,temperature,pressure,water_level,flue_gas_temperature,feed_water_temperature,steam_flow,oxygen_content
2021-01-01,197.98845957405217,981.3447552263898,57.31117086327459,170.733978618815,87.01564395722772,29.373731169061717,4.422617392060168
2021-01-02,168.14711649190443,1096.9891135184769,62.81041063511208,178.160993961305,86.276583297464,22.792962527799904,4.7692945875154855
2021-01-03,205.21741509998736,853.3682909868995,55.772586349542635,175.33323812813012,80.87777964169211,23.524675373196086,3.818889530373977
2021-01-04,171.20784589417295,1026.30214413778,61.66949530911161,163.79714696390997,87.47873471102851,19.139884379066064,4.549806615033055
2021-01-05,196.77210223561508,961.4522069296636,59.880226750001356,169.97044777776446,81.15064036015023,11.699962867769342,3.720351702977819
2021-01-06,183.22647631204345,903.5338521769224,54.492274859223485,173.17944904645668,83.14961223045111,26.713434535956925,4.872023312070937
2021-01-07,173.38332943130695,1014.1679465462084,62.87701168287532,159.29932752834776,79.13295254892698,25.56067786061809,3.91787025107864
2021-01-08,169.0093784650608,1073.0019124088014,64.62866024215423,163.03929875863685,80.80005771843693,29.668458563042222,4.80775889690934
2021-01-09,187.91142236401788,873.7657290992237,55.72685507265495,174.5163941820354,90.89212353979009,18.86703535065901,4.971618969287348
2021-01-10,164.3536550083511,660.1625613683997,59.81667172812576,177.0648684387956,83.55872732141064,20.75689257641453,4.90622838146687
2021-01-11,204.16657895382377,987.9690954677434,64.06474433535757,167.38251465580836,81.5300582808421,16.674416263917806,4.441953069174414
2021-01-12,167.73851993368498,892.111078940863,62.205755890813045,150.68844223118336,86.57511570752526,17.94655987012563,4.85579114970552
2021-01-13,204.72365623450713,832.1854074410151,63.57695275126861,177.13218571313485,74.53909798455639,30.51541096403044,3.2106681807764925
2021-01-14,191.1141358207357,873.2217720396638,63.90224132965667,157.1267230531339,83.06396479490088,24.420255818856017,3.3600158334506514
2021-01-15,181.3939500579136,1003.5022844319757,61.07708107670424,161.5812469072801,85.10903962920828,27.837094055076395,4.551524986368747
2021-01-16,180.91112431962495,1279.1076998923845,61.31740200339256,168.11613611488585,83.62987239312656,24.016191652874667,4.765986944512003
2021-01-17,188.6910247609707,945.4607181757818,59.46120250641767,166.14550988454215,83.29409438687043,25.626554450273172,4.317971469448253
2021-01-18,172.59992436134425,906.5372563591865,59.07746920380616,178.5083071620755,80.82790951090003,23.575657473784478,4.672139357940665
2021-01-19,203.00812616490214,700.0765775777954,57.821828611037695,162.82387225855112,79.81167754964642,22.713674720162963,4.771887724876324
2021-01-20,195.66952665686526,875.1014987442542,64.90924114414554,181.88886958529645,90.8607331795585,26.31547413484457,4.749061244839243
2021-01-21,176.59691433396324,842.3275804599223,60.452401274766466,175.8550813451446,79.493875570152,25.36763617556009,4.965383348328268
2021-01-22,165.11016206203743,976.7483845058601,61.379473701792016,164.27280767560393,79.71938431417487,12.386627304421724,5.194184377112139
2021-01-23,207.29316488602575,647.0737252019306,57.801673253852194,162.81469904786226,83.50258703034164,24.479745836909995,4.195156553225036
2021-01-24,210.0869328046461,713.3985135712923,58.83325765205049,181.6983256299913,78.56099158507243,31.386275285254182,4.879317837381868
2021-01-25,165.97640918091085,977.723370086241,59.554889311344894,172.8763260401959,87.59924887709185,22.876993846683362,4.595671308286628
2021-01-26,190.23373882116462,873.4516359384958,56.11172094472297,190.90550163317658,85.20708121759421,24.445430807504913,4.280013888663609
2021-01-27,181.51302295725523,952.2227046521251,63.42235446601958,166.76377298796967,88.73440752028795,25.878250400045843,4.207901600020741
2021-01-28,197.76527525062056,924.79541959691,57.52221124502616,180.98580172398914,81.9696722753508,23.646506335536454,4.067465413115071
2021-01-29,187.64140094210475,809.0353339311698,63.714907436888524,176.30305118084945,88.87065230299012,27.291275547225503,5.0778902102821135
2021-01-30,207.9749632259125,846.2815391105046,57.58785115702366,170.5199748272236,82.7900901857485,23.74604043894934,4.602869494664378
2021-01-31,191.73513376165062,736.8335979473509,58.600928765657486,200.0,72.52508749688607,29.86889563467802,3.665595482412896
2021-02-01,194.54071573475633,1147.8145344589252,58.768250472758226,166.60352867824724,80.94791414013606,20.02510665465021,4.470121152263003
2021-02-02,190.09535939330317,1142.2416807404782,58.95428862300827,171.43282974983458,70.10392756337107,24.75188121070786,3.944176474862104
2021-02-03,195.23907493066832,778.3058555977153,62.65018010752643,170.65240694513147,85.60097073922444,24.044201191206977,4.629475805935121
2021-02-04,194.79442960447474,913.1446387683056,62.18286510813881,179.45327738229756,82.30066408441837,17.373236321076607,4.675297248377539
2021-02-05,197.61681541727717,1269.6126562314912,59.31526440170858,189.62665687010403,82.8976966065234,26.366991703550585,5.2740599729543645
2021-02-06,188.85980219429186,1096.2292740494372,65.48243993936079,181.25099164272862,83.00683461218225,14.218801037681844,4.9528871220273425
2021-02-07,191.9487749090604,955.1430785610605,61.21094699564556,172.33936213624116,83.89769677508242,25.820481040220148,3.476487535706387
2021-02-08,200.9990910440725,700.783225170956,59.2808418507835,176.04635907735687,90.52057041210742,22.865718252006605,4.049539304946931
2021-02-09,199.9088269213299,823.3573685367091,60.895039066342825,154.53541531060517,88.23355507937623,18.339702162513024,3.376611183910055
2021-02-10,192.838729122429,1023.9465624225356,60.46238005200845,165.8191029066993,87.74984534557173,21.844708196849698,4.298979302694847
2021-02-11,178.1781181275477,835.3003699654662,57.913840899326296,167.69787646261463,89.74201520506277,23.93995825302481,4.56871864693897
2021-02-12,182.81700535769437,902.8420988009888,66.34687388487538,186.80047569313408,85.45908733661622,18.750936209952677,5.080854596830229
2021-02-13,178.90356906293124,1209.982542311577,63.48930059033091,179.46393038936623,95.0,33.761722508567495,3.8224364081391866
2021-02-14,199.07392651507158,990.1569130130747,60.549996568301175,187.9044169065911,84.4938010396427,23.74223385349593,3.7414749738224424
2021-02-15,215.74684300997032,917.9880822484015,60.4753256667973,184.94338902662827,87.75992682497989,34.09803453402671,4.114849050504345
2021-02-16,200.23308773132308,916.3929078464563,57.70705129867207,174.31016481283262,89.36072014323794,26.95563630051062,4.553604950168499
2021-02-17,209.4834717832956,754.3546137586915,59.61908957299858,183.22327965354944,79.531811737089,26.467891214155152,4.940479128357284
2021-02-18,213.81300058435667,970.5695120825505,59.65579743598767,188.41934305770403,88.81884327688978,24.974047721082062,3.773530384009788
2021-02-19,196.233682662684,1124.535507537952,63.17725368171083,188.042438591819,84.7412200038188,25.595667048907575,5.172557230721622
2021-02-20,202.45009560301526,1026.8177095838364,55.89954721451571,166.25347980711834,83.98952823157035,19.724620675172943,4.282355429711253
2021-02-21,163.98535536045702,831.8824916539448,62.30526645937827,150.4896023515378,85.10494417610336,19.846560923355327,4.247773268367983
2021-02-22,209.89423521606287,874.5730397030133,60.87455161236089,180.42225911473616,80.78684356623594,32.76682767590787,3.8119290655924174
2021-02-23,192.52244478177045,1161.924792997971,56.02271823788208,153.05197233335196,85.94911133968323,27.852894009009738,4.408809350075177
2021-02-24,207.32199708252932,1074.0454699805312,59.00999351634673,188.6921885270257,95.0,20.559233382929524,4.763357666805644
2021-02-25,217.70399136124243,761.506883984456,63.901481218702415,176.30430172366843,82.97287265092042,32.70650577735303,4.584155256754627
2021-02-26,184.15826735260922,1113.468002358692,60.40004317415039,166.0693831341512,91.97278630394028,15.973025272024397,4.241689670327566
2021-02-27,200.10256955739513,1107.4914426610585,61.33200179666763,168.5302765109584,79.66110799520214,29.374573699988865,4.1473525195019825
2021-02-28,212.27177220343336,1124.2447375336328,55.26644381731217,185.74417920038894,82.36241390392138,20.619863334445384,4.297049226516733
2021-03-01,193.2094891585651,798.6990158279264,61.41542993683737,167.70524768999798,84.29827681695049,24.538553599618524,4.6628688397615194
2021-03-02,204.7414733228225,1078.6266586989063,59.17966830978563,187.74522727971686,85.25900281178927,26.127948487211555,4.532512126052468
2021-03-03,199.95034841069796,924.3428877662901,58.500193861772374,175.6859830483103,82.07771258143461,28.591829143046006,4.013286143015283
2021-03-04,183.1369827550788,978.4104371358169,63.72514273455103,186.03403763872825,91.10399811278712,24.049994622912084,5.314055632453042
2021-03-05,196.45617640660413,968.8890939598111,56.86596128880311,160.0958566643078,83.38058395019019,31.96505575829047,4.87960207338781
2021-03-06,188.6516742095681,1095.3422691203953,58.73833140112039,179.33065787755638,78.50388556405481,28.415237891941423,3.761644757808263
2021-03-07,203.32845234239588,834.9010831921989,60.582376145487544,196.02477736210813,84.66595231833551,30.614224129744436,3.879569806350487
2021-03-08,175.8292938074045,979.7163337252877,59.01999428379384,169.66701543699529,82.00421787842103,18.18919966082432,5.253821495140726
2021-03-09,200.24044222214758,867.9801572432192,58.555795630374845,164.23760736164732,86.717794652742,22.932993346228255,5.07362696969882
2021-03-10,200.05769816318917,912.5801497964387,65.16115017196175,179.18709966050645,86.85843304961938,22.784724361642663,4.240743863746055
2021-03-11,207.61402374111586,854.3773260763262,61.09336011537609,151.6865940211433,86.46325088914567,33.50827242879444,4.480067217353607
2021-03-12,191.23661603431734,929.8766117119264,63.41651893389198,190.01088225764605,80.25247479956688,21.88925651943672,4.443869446486857
2021-03-13,199.51207928804422,897.510734737928,59.658524923930024,181.34308495177547,89.29193084235435,32.0465406166561,5.032974919785291
2021-03-14,207.95269329318978,1059.905960327472,58.32306064146452,193.55123251607694,86.77273930216005,22.937677186090642,4.817068503917445
2021-03-15,193.5105287941621,903.3737512627391,62.25012824767517,182.7497725884381,91.63257873499933,24.51741091539386,5.000268403643257
2021-03-16,182.8826833574554,970.6409933964472,56.620249503704386,190.13447486742868,89.208236896335,21.094006935458136,4.141021303953967
2021-03-17,202.7928672733179,1025.8729796608911,58.364290087893714,194.31168125952246,78.77589452870245,19.327457652119445,3.3747704828481373
2021-03-18,190.19153842297237,1030.5413580318902,56.66543292431789,172.1711909251395,84.4305933207187,26.79251344372686,4.938240088443865
2021-03-19,188.59607695768915,808.6239183210356,58.4647008104369,173.0842555594397,95.0,34.544535291003164,4.634065975622834
2021-03-20,197.95285684470326,829.3949162815263,56.77521582660688,167.179141098388,87.05218398805499,29.897783748389646,4.162714419202739
2021-03-21,178.10144618800288,1018.9699867131102,56.340918484116,172.65519354288796,87.0507549282627,25.60060353403391,3.2742205949978715
2021-03-22,203.00654301628597,944.2444786825893,63.17649615535608,171.89675832233138,87.4180387858159,23.099345917867215,4.46070967771126
2021-03-23,188.75268178417713,1006.6446529417485,61.53755476651202,180.286435486992,87.3705295623342,34.82848062442076,4.257043418639946
2021-03-24,189.59506143033485,833.4446261026116,61.47194314293908,172.85842349745886,89.44641113799963,12.256101921646867,4.4913118256197295
2021-03-25,193.3472530357386,1089.7966890307935,59.35683757208781,176.95900864797113,90.66743108404995,18.705684566604344,4.757283757059
2021-03-26,203.07749905607244,799.919796304025,54.96498151376624,167.08624881410546,89.10902059564147,29.837421790070817,5.067323565382737
2021-03-27,198.88754935613238,988.7664421719488,65.05320809570023,177.17317942457882,77.40512845931949,31.35904349543417,4.836222277339158
2021-03-28,203.62359599851365,928.7369480722616,63.69317980823197,180.7038165670921,81.18369786373185,30.351119009868754,4.305910193647312
2021-03-29,189.32148591088628,843.4453300525926,64.26581329164087,166.32217518776022,82.56860513534131,20.425116751735285,5.130630872953774
2021-03-30,185.91965554222608,673.0409968352142,57.177170629280305,174.37215173181303,82.6968118244349,26.070350229133254,4.45720346913854
2021-03-31,208.06687990436384,1027.5226860701025,61.62235401694774,177.23847656123127,86.02677877871493,26.165895085923616,4.9501992091844835
2021-04-01,220.0,1116.6244413607737,62.396962792268745,176.02353888730934,82.00556779882506,27.269192434783314,3.665685084695999
2021-04-02,196.65570480388715,1033.5712746369309,59.91938719618381,185.07511495286406,85.15121545363596,25.923083795602597,4.143688112793325
2021-04-03,199.0804484556041,565.2736751190107,63.19053868408025,153.383219178411,89.28271664052427,22.462092651715004,4.191802007363721
2021-04-04,188.5849902505675,956.5593665193571,63.96262520321996,200.0,83.60799986895383,30.354197403369312,4.783886754853035
2021-04-05,174.6819971103927,1158.5010849249888,60.21405631274939,187.9926004452089,88.71180255476017,18.505188218632938,4.8808397880127385
2021-04-06,198.37594603272163,853.4431161591042,65.09509553752198,181.52364569772504,84.48705361082315,29.433083931071266,5.0707931190814906
2021-04-07,188.53839888535836,996.5686133605234,58.78215684436098,177.16865803242544,79.37736049222282,25.922134049948184,4.934389923446433
2021-04-08,194.7385884659447,982.7088011083466,63.07858417089482,184.44735542495377,92.85059103223189,28.280707093914017,4.563539366980729
