timestamp,temperature,vibration,current,voltage,speed,power_factor
2021-01-01,78.72419231438457,2.9180085082573735,60.64074757537111,410.18051660607546,1462.9012591192713,0.9299020567772797
2021-01-02,56.70879878988396,3.5821711314981246,41.64848544112059,410.973827174984,1458.4969060384879,0.9088654086965635
2021-01-03,62.70519411465007,1.0370334714952119,30.781770527730345,405.8768595303571,1462.5530534648913,0.8601860550093401
2021-01-04,63.95023756877334,0.9529693692267355,53.84488110668194,411.01913925006,1465.8004393323913,0.8956348523669626
2021-01-05,89.0141787749157,3.8088011297629687,57.89820264135102,407.60089387191516,1459.6001940243214,0.8703653796099898
2021-01-06,88.29920481797939,2.593901371821148,66.62350620736105,409.757358155403,1467.1769933090106,0.9026977354022776
2021-01-07,58.612727986278145,1.2755073731391644,43.768843069548886,410.6181695837899,1458.5078786007953,0.8957625275124241
2021-01-08,58.24817823232604,2.0650871891927207,42.54610666612241,411.80408959761763,1462.007742670508,0.8995884973312351
2021-01-09,79.26409744956864,3.4515858796088263,41.46523584672665,414.1490637666906,1460.2028922076654,0.9112422199743513
2021-01-10,64.55555793129359,2.874046625704671,58.37837679233988,416.8269064145375,1462.8631206769473,0.9112997365677546
2021-01-11,69.4004831943696,3.9380368913854786,42.70427870116177,409.8240259980651,1458.4067687241425,0.9036916896186228
2021-01-12,73.40460715829298,1.343233125204383,57.7083156995979,407.3021380811001,1461.7206044207346,0.8863592530924771
2021-01-13,80.96753831246771,1.6957256948360966,45.08710187754373,409.34973393621294,1456.590476949729,0.8921344431167778
2021-01-14,69.44144726183661,4.1009543401679345,49.261829635552,416.72014627527034,1452.2906366594937,0.9095789299793147
2021-01-15,62.76165429459055,2.3288276946080932,52.44850385688105,410.05368209560777,1457.8475491055758,0.8955382446212587
2021-01-16,68.68430316409984,2.649234603645532,51.380595241823805,410.02348553647107,1450.5413818074396,0.8949226434330242
2021-01-17,72.56233501920124,2.2388749532849057,61.24578608734541,408.7462287702676,1459.3986630993509,0.8874957091861332
2021-01-18,89.4627010378731,2.161625247706395,48.159750803047274,411.9711013963115,1460.1863732135591,0.8783162403805882
2021-01-19,69.08897730024862,2.6362862436337875,51.45769651977276,407.98909703921333,1461.3959553365094,0.9063216822375666
2021-01-20,89.29070151605146,1.481028863235332,55.93040237874638,413.867889235626,1463.0629801834102,0.8753355797559106
2021-01-21,75.71935292205579,3.306603875339144,24.970744526882566,407.9079649393789,1461.9953710466805,0.8750935652168376
2021-01-22,79.16375749349788,3.169523124692285,34.927556521751534,415.8928474663576,1462.993201947101,0.914428911326664
2021-01-23,81.4552337473982,2.440464661528437,56.82033065561702,406.4619396359782,1462.8144422671533,0.8930992252172363
2021-01-24,82.70340470498769,2.4848830156006767,58.8500624064342,408.37521783109315,1457.4423274807284,0.9032585740303557
2021-01-25,53.685173677194754,2.9107744871858117,42.12811643769169,416.88061598005476,1459.2599237033098,0.9044391099376072
2021-01-26,82.63655962024727,3.3555560250085286,57.36875776739494,410.0004976488615,1460.1162154786311,0.9301413848862475
2021-01-27,78.92652251914457,1.7452856662817582,43.08861373617053,414.37444378111496,1464.6384124516787,0.8934029015353349
2021-01-28,76.02930471853406,2.2038803219567233,34.20401504809426,415.90063138649145,1462.264987466165,0.8790267626941823
2021-01-29,88.51886028117987,2.070923425388336,35.5873910793553,410.92615073562666,1464.913470957009,0.9183930958847739
2021-01-30,75.16211211601595,3.324163768897404,48.945700309319975,407.7222948431979,1458.7472957071884,0.9143072357961562
2021-01-31,64.75266142504103,3.1716311070011867,56.306634593365665,405.44847944632335,1458.5815903850944,0.8952230700501438
2021-02-01,78.27102340131482,2.3470367964167735,59.27283519717005,410.2279172569947,1462.748955310514,0.8898259131796431
2021-02-02,78.62466423971463,1.623737963235376,33.42846645571964,408.7095997602447,1454.7553264465969,0.9049129799864829
2021-02-03,61.75507722560046,3.1412505334987886,50.83915498292725,410.22599994436456,1456.011039215627,0.9346692645748245
