timestamp,equipment_id,temperature,vibration,pressure,oil_level,anomaly_detected,anomaly_score
2023-01-01 08:00:00,PUMP001,75.2,2.1,102.3,82.5,false,0.12
2023-01-01 12:00:00,PUMP001,76.4,2.2,103.1,82.3,false,0.13
2023-01-01 16:00:00,PUMP001,77.5,2.3,103.8,82.0,false,0.15
2023-01-02 08:00:00,PUMP001,75.8,2.2,102.7,82.4,false,0.13
2023-01-02 12:00:00,PUMP001,77.1,2.3,103.5,82.1,false,0.14
2023-01-02 16:00:00,PUMP001,78.2,2.4,104.2,81.8,false,0.16
2023-01-03 08:00:00,PUMP001,76.3,2.2,103.0,82.2,false,0.14
2023-01-03 12:00:00,PUMP001,77.6,2.4,103.9,81.9,false,0.15
2023-01-03 16:00:00,PUMP001,78.8,2.5,104.6,81.5,false,0.17
2023-01-04 08:00:00,PUMP001,76.9,2.3,103.4,82.0,false,0.15
2023-01-04 12:00:00,PUMP001,78.2,2.4,104.3,81.7,false,0.16
2023-01-04 16:00:00,PUMP001,79.4,2.6,105.0,81.3,false,0.18
2023-01-05 08:00:00,PUMP001,77.4,2.4,103.8,81.8,false,0.16
2023-01-05 12:00:00,PUMP001,78.8,2.5,104.7,81.5,false,0.17
2023-01-05 16:00:00,PUMP001,79.9,2.7,105.4,81.0,false,0.19
2023-01-06 08:00:00,PUMP001,78.0,2.4,104.2,81.6,false,0.17
2023-01-06 12:00:00,PUMP001,79.3,2.6,105.1,81.2,false,0.18
2023-01-06 16:00:00,PUMP001,80.5,2.8,105.8,80.8,false,0.21
2023-01-07 08:00:00,PUMP001,78.5,2.5,104.6,81.4,false,0.18
2023-01-07 12:00:00,PUMP001,79.9,2.7,105.5,81.0,false,0.19
2023-01-07 16:00:00,PUMP001,81.0,2.9,106.2,80.5,false,0.22
2023-01-08 08:00:00,PUMP001,79.1,2.6,105.0,81.2,false,0.19
2023-01-08 12:00:00,PUMP001,80.4,2.8,105.9,80.8,false,0.20
2023-01-08 16:00:00,PUMP001,81.6,3.0,106.6,80.3,false,0.23
2023-01-09 08:00:00,PUMP001,79.6,2.7,105.4,81.0,false,0.20
2023-01-09 12:00:00,PUMP001,81.0,2.9,106.3,80.6,false,0.21
2023-01-09 16:00:00,PUMP001,82.1,3.1,107.0,80.1,false,0.24
2023-01-10 08:00:00,PUMP001,80.2,2.8,105.8,80.8,false,0.21
2023-01-10 12:00:00,PUMP001,81.5,3.0,106.7,80.4,false,0.22
2023-01-10 16:00:00,PUMP001,82.7,3.2,107.4,79.9,false,0.25
2023-01-11 08:00:00,PUMP001,80.7,2.9,106.2,80.6,false,0.22
2023-01-11 12:00:00,PUMP001,82.1,3.1,107.1,80.2,false,0.23
2023-01-11 16:00:00,PUMP001,83.2,3.3,107.8,79.7,false,0.26
2023-01-12 08:00:00,PUMP001,81.3,3.0,106.6,80.4,false,0.23
2023-01-12 12:00:00,PUMP001,82.6,3.2,107.5,79.9,false,0.24
2023-01-12 16:00:00,PUMP001,83.8,3.4,108.2,79.4,false,0.27
2023-01-13 08:00:00,PUMP001,81.8,3.1,107.0,80.2,false,0.24
2023-01-13 12:00:00,PUMP001,83.2,3.3,107.9,79.7,false,0.25
