timestamp,equipment_id,temperature,vibration,pressure,oil_level,anomaly_detected,anomaly_score
2023-03-01 08:00:00,COMPRESSOR005,68.4,2.2,120.3,85.7,false,0.10
2023-03-01 09:00:00,COMPRESSOR005,69.1,2.3,122.8,85.4,false,0.12
2023-03-01 10:00:00,COMPRESSOR005,70.5,2.4,125.4,85.1,false,0.14
2023-03-01 11:00:00,COMPRESSOR005,72.3,2.5,127.9,84.8,false,0.17
2023-03-01 12:00:00,COMPRESSOR005,73.8,2.7,130.6,84.5,false,0.21
2023-03-01 13:00:00,COMPRESSOR005,75.2,2.8,133.1,84.2,false,0.24
2023-03-01 14:00:00,COMPRESSOR005,76.5,3.0,135.7,83.9,false,0.28
2023-03-01 15:00:00,COMPRESSOR005,77.9,3.2,138.2,83.5,false,0.33
2023-03-01 16:00:00,COMPRESSOR005,79.4,3.4,140.1,83.0,true,0.42
2023-03-01 17:00:00,COMPRESSOR005,80.8,3.6,142.3,82.6,true,0.49
2023-03-02 08:00:00,COMPRESSOR005,69.0,2.3,121.5,85.6,false,0.11
2023-03-02 09:00:00,COMPRESSOR005,70.2,2.4,124.0,85.3,false,0.13
2023-03-02 10:00:00,COMPRESSOR005,71.4,2.5,126.7,85.0,false,0.16
2023-03-02 11:00:00,COMPRESSOR005,73.1,2.6,129.2,84.7,false,0.19
2023-03-02 12:00:00,COMPRESSOR005,74.5,2.8,131.9,84.4,false,0.23
2023-03-02 13:00:00,COMPRESSOR005,76.0,2.9,134.5,84.0,false,0.26
2023-03-02 14:00:00,COMPRESSOR005,77.3,3.1,137.3,83.6,false,0.31
2023-03-02 15:00:00,COMPRESSOR005,78.7,3.3,139.6,83.1,false,0.37
2023-03-02 16:00:00,COMPRESSOR005,80.1,3.5,141.5,82.7,true,0.45
2023-03-02 17:00:00,COMPRESSOR005,81.5,3.8,143.8,82.2,true,0.54 
