timestamp,equipment_id,temperature,vibration,pressure,oil_level,anomaly_detected,anomaly_score
2023-03-01 08:00:00,TURBINE004,85.3,3.2,105.6,84.5,false,0.18
2023-03-01 09:00:00,TURBINE004,87.8,3.4,108.2,84.1,false,0.22
2023-03-01 10:00:00,TURBINE004,90.4,3.6,110.5,83.8,false,0.26
2023-03-01 11:00:00,TURBINE004,93.1,3.9,113.2,83.4,false,0.31
2023-03-01 12:00:00,TURBINE004,95.6,4.2,115.8,82.9,false,0.37
2023-03-01 13:00:00,TURBINE004,98.2,4.5,118.3,82.4,false,0.43
2023-03-01 14:00:00,TURBINE004,100.5,4.9,120.5,81.8,true,0.51
2023-03-01 15:00:00,TURBINE004,102.3,5.4,122.8,81.1,true,0.63
2023-03-01 16:00:00,TURBINE004,103.8,5.9,123.7,80.3,true,0.72
2023-03-01 17:00:00,TURBINE004,102.5,5.7,121.9,79.8,true,0.68
2023-03-02 08:00:00,TURBINE004,86.1,3.3,106.2,84.3,false,0.20
2023-03-02 09:00:00,TURBINE004,88.5,3.5,109.0,83.9,false,0.24
2023-03-02 10:00:00,TURBINE004,91.2,3.7,111.5,83.6,false,0.28
2023-03-02 11:00:00,TURBINE004,94.0,4.0,114.3,83.2,false,0.33
2023-03-02 12:00:00,TURBINE004,96.4,4.3,116.9,82.7,false,0.39
2023-03-02 13:00:00,TURBINE004,99.3,4.7,119.4,82.1,true,0.47
2023-03-02 14:00:00,TURBINE004,101.8,5.2,121.7,81.4,true,0.58
2023-03-02 15:00:00,TURBINE004,103.5,5.7,123.5,80.6,true,0.69
2023-03-02 16:00:00,TURBINE004,104.2,6.1,124.2,79.8,true,0.78
2023-03-02 17:00:00,TURBINE004,103.2,5.9,122.5,79.2,true,0.73 
