timestamp,equipment_id,temperature,vibration,pressure,oil_level,anomaly_detected,anomaly_score
2023-03-01 08:00:00,MOTOR003,72.5,2.8,90.2,78.3,false,0.15
2023-03-01 09:00:00,MOTOR003,74.8,3.0,90.7,77.9,false,0.18
2023-03-01 10:00:00,MOTOR003,78.1,3.2,91.5,77.5,false,0.22
2023-03-01 11:00:00,MOTOR003,82.4,3.3,92.3,77.1,false,0.25
2023-03-01 12:00:00,MOTOR003,85.6,3.5,93.1,76.8,false,0.29
2023-03-01 13:00:00,MOTOR003,88.2,3.8,94.2,76.5,false,0.34
2023-03-01 14:00:00,MOTOR003,90.5,4.1,95.0,76.1,false,0.39
2023-03-01 15:00:00,MOTOR003,91.7,4.5,95.8,75.6,true,0.46
2023-03-01 16:00:00,MOTOR003,92.4,4.8,96.5,75.0,true,0.55
2023-03-01 17:00:00,MOTOR003,91.1,4.6,96.0,74.7,true,0.51
2023-03-02 08:00:00,MOTOR003,73.1,2.9,90.3,78.1,false,0.16
2023-03-02 09:00:00,MOTOR003,75.6,3.1,91.0,77.8,false,0.19
2023-03-02 10:00:00,MOTOR003,79.2,3.3,91.8,77.4,false,0.23
2023-03-02 11:00:00,MOTOR003,83.8,3.5,92.7,77.0,false,0.27
2023-03-02 12:00:00,MOTOR003,86.9,3.7,93.5,76.7,false,0.32
2023-03-02 13:00:00,MOTOR003,89.4,4.0,94.4,76.3,false,0.38
2023-03-02 14:00:00,MOTOR003,91.6,4.3,95.3,75.9,true,0.45
2023-03-02 15:00:00,MOTOR003,93.2,4.7,96.2,75.4,true,0.53
2023-03-02 16:00:00,MOTOR003,94.1,5.1,97.0,74.8,true,0.62
2023-03-02 17:00:00,MOTOR003,92.5,4.9,96.4,74.5,true,0.58 
