timestamp,equipment_id,temperature,vibration,pressure,oil_level,anomaly_detected,anomaly_score
2023-03-01 08:00:00,HVAC002,62.3,1.5,95.6,90.2,false,0.08
2023-03-01 09:00:00,HVAC002,65.1,1.6,96.2,89.8,false,0.11
2023-03-01 10:00:00,HVAC002,68.5,1.7,97.1,89.5,false,0.14
2023-03-01 11:00:00,HVAC002,72.4,1.8,98.6,89.2,false,0.16
2023-03-01 12:00:00,HVAC002,75.9,1.8,99.8,88.9,false,0.18
2023-03-01 13:00:00,HVAC002,78.2,1.9,101.3,88.7,false,0.21
2023-03-01 14:00:00,HVAC002,80.5,2.1,102.8,88.3,false,0.24
2023-03-01 15:00:00,HVAC002,82.1,2.2,104.2,88.0,false,0.27
2023-03-01 16:00:00,HVAC002,81.4,2.3,103.5,87.8,false,0.29
2023-03-01 17:00:00,HVAC002,77.8,2.2,100.9,87.5,false,0.26
2023-03-02 08:00:00,HVAC002,63.5,1.6,96.1,90.0,false,0.09
2023-03-02 09:00:00,HVAC002,66.7,1.7,97.4,89.7,false,0.12
2023-03-02 10:00:00,HVAC002,70.2,1.8,98.9,89.3,false,0.15
2023-03-02 11:00:00,HVAC002,73.6,1.9,100.4,89.0,false,0.17
2023-03-02 12:00:00,HVAC002,76.8,2.0,102.1,88.7,false,0.20
2023-03-02 13:00:00,HVAC002,79.4,2.2,103.7,88.4,false,0.23
2023-03-02 14:00:00,HVAC002,81.7,2.4,105.2,88.0,false,0.30
2023-03-02 15:00:00,HVAC002,82.9,2.5,106.8,87.5,true,0.38
2023-03-02 16:00:00,HVAC002,83.2,2.7,108.5,87.1,true,0.45
2023-03-02 17:00:00,HVAC002,81.9,2.6,107.1,86.8,true,0.41 
